0 0;0 1
123456934 12341392;123456934 12341393
123457028 12341280;123457029 12341280
123457178 12341306;123457177 12341306
123457177 12341283;123457176 12341283
123457227 12341327;123457227 12341326
123456960 12341380;123456960 12341381
123456933 12341275;123456933 12341276
123457276 12341458;123457275 12341458
123457187 12341337;123457186 12341337
123457125 12341315;123457124 12341315
123457021 12341321;123457022 12341321
123457143 12341439;123457144 12341439
123457144 12341416;123457144 12341415
123456997 12341439;123456996 12341439
123457146 12341328;123457145 12341328
123457258 12341394;123457257 12341394
123456947 12341395;123456948 12341395
123456798 12341364;123456799 12341364
123456833 12341371;123456832 12341371
123456975 12341317;123456974 12341317
123456937 12341425;123456936 12341425
123456992 12341438;123456992 12341439
123457009 12341299;123457010 12341299
123456952 12341280;123456951 12341280
123457183 12341255;123457182 12341255
123456797 12341319;123456797 12341320
123456986 12341372;123456985 12341372
123457268 12341340;123457269 12341340
123457231 12341237;123457231 12341238
123457004 12341238;123457003 12341238
123457054 12341282;123457053 12341282
123457014 12341366;123457013 12341366
123456889 12341293;123456888 12341293
123457109 12341357;123457110 12341357
123456913 12341301;123456914 12341301
123457111 12341425;123457112 12341425
123456933 12341305;123456933 12341304
123457287 12341265;123457288 12341265
123456933 12341351;123456932 12341351
123457172 12341348;123457173 12341348
123457007 12341269;123457007 12341268
123457099 12341473;123457098 12341473
123457195 12341481;123457194 12341481
123456843 12341369;123456842 12341369
123456963 12341303;123456962 12341303
123456803 12341253;123456804 12341253
123457222 12341414;123457223 12341414
123457201 12341293;123457202 12341293
123456874 12341268;123456874 12341267
123457108 12341298;123457109 12341298
123457136 12341344;123457137 12341344
123457063 12341479;123457063 12341478
123456996 12341474;123456997 12341474
123457121 12341465;123457121 12341464
123457168 12341362;123457168 12341363
123457100 12341444;123457099 12341444
123456826 12341442;123456826 12341443
123457130 12341266;123457129 12341266
123457067 12341287;123457068 12341287
123457193 12341433;123457194 12341433
123456825 12341385;123456824 12341385
123456800 12341458;123456799 12341458
123457279 12341329;123457280 12341329
123457160 12341236;123457161 12341236
123456930 12341326;123456929 12341326
123456842 12341276;123456841 12341276
123456886 12341340;123456885 12341340
123457092 12341246;123457091 12341246
123457068 12341414;123457068 12341415
123457047 12341457;123457048 12341457
123457288 12341434;123457287 12341434
123456910 12341414;123456911 12341414
123457252 12341302;123457251 12341302
123456891 12341445;123456890 12341445
123457188 12341242;123457187 12341242
123457006 12341384;123457006 12341385
123456960 12341350;123456959 12341350
123456936 12341430;123456935 12341430
123456805 12341275;123456804 12341275
123457251 12341257;123457252 12341257
123456846 12341324;123456845 12341324
123457267 12341289;123457268 12341289
123457058 12341424;123457058 12341425
123456833 12341255;123456832 12341255
123457246 12341276;123457245 12341276
123457149 12341257;123457149 12341258
123457163 12341405;123457162 12341405
123456988 12341244;123456987 12341244
123457022 12341420;123457023 12341420
123457089 12341295;123457090 12341295
123456944 12341454;123456945 12341454
123456904 12341410;123456905 12341410
123456978 12341400;123456979 12341400
123457024 12341482;123457023 12341482
123457288 12341408;123457288 12341409
123457269 12341299;123457270 12341299
123456801 12341341;123456800 12341341
123457062 12341366;123457062 12341367
123457087 12341277;123457088 12341277
123456827 12341389;123456826 12341389
123457195 12341425;123457194 12341425
123457030 12341274;123457029 12341274
123457216 12341356;123457216 12341355
123457068 12341350;123457068 12341349
123457235 12341421;123457235 12341422
123457279 12341277;123457278 12341277
123457065 12341275;123457065 12341274
123457187 12341257;123457187 12341258
123456851 12341295;123456850 12341295
123457180 12341404;123457179 12341404
123457037 12341341;123457037 12341340
123457278 12341352;123457277 12341352
123456930 12341376;123456930 12341377
123456798 12341306;123456797 12341306
123457069 12341337;123457068 12341337
123457006 12341462;123457007 12341462
123456828 12341290;123456827 12341290
123457185 12341469;123457185 12341468
123456972 12341406;123456973 12341406
123457021 12341281;123457021 12341282
123457226 12341322;123457227 12341322
123457132 12341480;123457133 12341480
123457034 12341282;123457035 12341282
123456966 12341400;123456966 12341399
123457002 12341404;123457002 12341403
123456952 12341252;123456953 12341252
123457120 12341456;123457121 12341456
123456905 12341259;123456906 12341259
123456834 12341264;123456835 12341264
123456939 12341285;123456940 12341285
123457266 12341480;123457266 12341479
123457206 12341404;123457207 12341404
123457145 12341355;123457144 12341355
123457060 12341300;123457061 12341300
123457083 12341401;123457083 12341402
123457156 12341318;123457155 12341318
123457192 12341330;123457191 12341330
123457199 12341455;123457199 12341454
123457163 12341267;123457163 12341268
123456802 12341296;123456803 12341296
123456912 12341342;123456913 12341342
123456900 12341402;123456901 12341402
123456888 12341254;123456888 12341253
123456882 12341274;123456881 12341274
123457051 12341391;123457050 12341391
123457278 12341404;123457278 12341405
123457047 12341425;123457046 12341425
123456795 12341319;123456795 12341320
123457026 12341402;123457025 12341402
123457137 12341319;123457136 12341319
123456956 12341328;123456956 12341329
123457252 12341390;123457252 12341389
123457021 12341383;123457022 12341383
123457068 12341468;123457069 12341468
123457006 12341330;123457005 12341330
123457018 12341356;123457019 12341356
123456934 12341282;123456933 12341282
123457257 12341381;123457258 12341381
123457008 12341338;123457007 12341338
123456900 12341462;123456899 12341462
123457236 12341260;123457236 12341261
123456920 12341376;123456921 12341376
123456898 12341346;123456897 12341346
123457100 12341470;123457101 12341470
123456866 12341314;123456865 12341314
123457252 12341274;123457251 12341274
123456822 12341434;123456823 12341434
123457077 12341265;123457077 12341264
123457287 12341411;123457286 12341411
123457032 12341350;123457032 12341351
123456974 12341258;123456974 12341259
123457108 12341440;123457109 12341440
123457090 12341372;123457091 12341372
123457205 12341409;123457204 12341409
123457267 12341235;123457268 12341235
123456952 12341456;123456951 12341456
123457154 12341444;123457154 12341445
123456909 12341247;123456910 12341247
123457243 12341271;123457242 12341271
123457128 12341374;123457129 12341374
123457259 12341401;123457258 12341401
123456939 12341471;123456938 12341471
123457200 12341260;123457199 12341260
123456918 12341302;123456918 12341301
123456943 12341483;123456944 12341483
123457056 12341274;123457057 12341274
123456920 12341430;123456919 12341430
123456840 12341244;123456841 12341244
123457073 12341283;123457072 12341283
123457139 12341291;123457138 12341291
123457038 12341442;123457039 12341442
123456967 12341359;123456966 12341359
123456962 12341344;123456963 12341344
123457147 12341247;123457148 12341247
123456808 12341312;123456807 12341312
123457111 12341469;123457112 12341469
123456898 12341252;123456897 12341252
123456862 12341250;123456861 12341250
123456972 12341440;123456971 12341440
123456806 12341366;123456805 12341366
123456906 12341448;123456906 12341449
123457015 12341305;123457015 12341304
123457160 12341434;123457159 12341434
123456862 12341336;123456863 12341336
123456903 12341471;123456902 12341471
123456952 12341430;123456951 12341430
123456853 12341245;123456853 12341246
123457033 12341335;123457034 12341335
123457217 12341307;123457218 12341307
123456833 12341247;123456833 12341248
123457080 12341340;123457080 12341339
123456995 12341373;123456995 12341372
123456866 12341328;123456865 12341328
123457278 12341308;123457279 12341308
123456808 12341464;123456807 12341464
123456976 12341330;123456977 12341330
123456923 12341375;123456924 12341375
123456840 12341362;123456839 12341362
123457165 12341323;123457164 12341323
123456978 12341346;123456979 12341346
123456847 12341339;123456846 12341339
123457212 12341378;123457213 12341378
123457170 12341304;123457170 12341305
123457164 12341410;123457163 12341410
123457072 12341392;123457071 12341392
123457200 12341392;123457199 12341392
123457178 12341314;123457178 12341313
123457004 12341340;123457003 12341340
123456920 12341358;123456920 12341357
123457080 12341442;123457079 12341442
123456828 12341454;123456828 12341455
123456936 12341246;123456936 12341247
123456927 12341443;123456928 12341443
123457040 12341388;123457040 12341387
123456872 12341334;123456872 12341333
123457008 12341248;123457009 12341248
123457109 12341407;123457110 12341407
123457067 12341453;123457066 12341453
123456908 12341308;123456907 12341308
123457244 12341316;123457243 12341316
123456841 12341377;123456842 12341377
123456975 12341429;123456974 12341429
123457081 12341277;123457080 12341277
123457070 12341286;123457069 12341286
123457194 12341282;123457195 12341282
123456900 12341422;123456901 12341422
123456846 12341258;123456847 12341258
123457127 12341427;123457128 12341427
123457130 12341272;123457129 12341272
123456798 12341386;123456798 12341387
123457009 12341451;123457010 12341451
123456895 12341385;123456895 12341384
123457134 12341310;123457135 12341310
123456917 12341283;123456918 12341283
123456885 12341413;123456884 12341413
123456804 12341424;123456805 12341424
123457086 12341400;123457087 12341400
123457247 12341439;123457246 12341439
123457088 12341278;123457087 12341278
123456891 12341407;123456892 12341407
123456871 12341295;123456870 12341295
123457254 12341256;123457253 12341256
123457190 12341404;123457189 12341404
123457151 12341329;123457150 12341329
123456895 12341339;123456896 12341339
123457235 12341333;123457235 12341334
123456804 12341394;123456805 12341394
123457107 12341391;123457108 12341391
123457004 12341288;123457005 12341288
123456945 12341261;123456945 12341262
123457066 12341280;123457065 12341280
123457037 12341375;123457038 12341375
123456972 12341430;123456973 12341430
123457029 12341337;123457030 12341337
123456849 12341371;123456850 12341371
123457136 12341406;123457137 12341406
123457095 12341275;123457096 12341275
123456988 12341316;123456988 12341317
123457051 12341357;123457051 12341356
123456923 12341323;123456923 12341324
123457113 12341445;123457112 12341445
123457163 12341245;123457163 12341246
123457213 12341443;123457212 12341443
123457133 12341377;123457132 12341377
123456830 12341464;123456830 12341465
123457068 12341430;123457068 12341429
123456818 12341478;123456819 12341478
123457238 12341338;123457238 12341337
123457278 12341350;123457279 12341350
123457284 12341468;123457283 12341468
123457078 12341452;123457078 12341451
123456914 12341410;123456915 12341410
123457237 12341409;123457237 12341410
123456918 12341292;123456917 12341292
123457267 12341335;123457267 12341334
123456884 12341258;123456884 12341259
123456917 12341441;123456918 12341441
123456954 12341388;123456953 12341388
123456955 12341291;123456954 12341291
123456806 12341470;123456807 12341470
123457200 12341482;123457201 12341482
123457087 12341305;123457088 12341305
123456860 12341426;123456860 12341427
123457135 12341361;123457134 12341361
123457122 12341368;123457121 12341368
123456985 12341313;123456984 12341313
123456821 12341261;123456820 12341261
123456869 12341361;123456869 12341362
123457119 12341435;123457120 12341435
123456970 12341302;123456971 12341302
123457288 12341366;123457287 12341366
